,number,value,datetime_start,datetime_complete,duration,params_batchind,params_batchnormalization,params_batchnormalization0,params_batchnormalization1,params_batchnormalization2,params_batchnormalization3,params_batchnormalization4,params_batchnormalization5,params_batchnormalization6,params_dropout,params_epochs,params_filtersind0,params_filtersind1,params_filtersind2,params_filtersind3,params_filtersind4,params_filtersind5,params_filtersind6,params_kernel_size0,params_kernel_size1,params_kernel_size2,params_kernel_size3,params_kernel_size4,params_kernel_size5,params_kernel_size6,params_learnind,params_maxpooling,params_maxpooling0,params_maxpooling1,params_maxpooling2,params_maxpooling3,params_maxpooling4,params_maxpooling5,params_maxpooling6,params_n_conv_layers,params_n_dense_layers,params_num_hidden_neurons0,params_num_hidden_neurons1,state
229,229,0.8051000237464905,2024-07-30 00:14:05.918731,2024-07-30 01:36:37.075271,0 days 01:22:31.156540,5,True,True,False,False,True,,,,0.36,138,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,False,True,,,,5,2,114.0,,COMPLETE
230,230,0.7876999974250793,2024-07-30 00:19:51.282209,2024-07-30 01:05:43.702138,0 days 00:45:52.419929,5,True,True,False,False,True,,,,0.38,136,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,False,True,,,,5,2,119.0,,COMPLETE
231,231,0.8323000073432922,2024-07-30 01:05:43.720607,2024-07-30 01:34:49.077531,0 days 00:29:05.356924,5,True,True,False,True,True,,,,0.37,128,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,116.0,,COMPLETE
232,232,0.8252999782562256,2024-07-30 01:34:49.096333,2024-07-30 02:03:14.579826,0 days 00:28:25.483493,5,True,True,False,True,True,,,,0.37,129,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,128.0,,COMPLETE
233,233,0.8197000026702881,2024-07-30 01:36:37.085197,2024-07-30 02:04:50.724575,0 days 00:28:13.639378,5,True,True,False,True,True,,,,0.37,128,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,120.0,,COMPLETE
234,234,0.828499972820282,2024-07-30 02:03:14.595782,2024-07-30 02:31:32.021154,0 days 00:28:17.425372,5,True,True,False,True,True,,,,0.39,122,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,106.0,,COMPLETE
235,235,0.8180999755859375,2024-07-30 02:04:50.733926,2024-07-30 02:33:06.380596,0 days 00:28:15.646670,5,True,True,False,True,True,,,,0.39,122,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,105.0,,COMPLETE
236,236,0.8256999850273132,2024-07-30 02:31:32.021154,2024-07-30 03:00:20.324622,0 days 00:28:48.303468,5,True,True,False,True,True,,,,0.39,122,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,103.0,,COMPLETE
237,237,0.2502000033855438,2024-07-30 02:33:06.403531,2024-07-30 02:44:12.723920,0 days 00:11:06.320389,5,True,True,False,True,False,,,,0.41000000000000003,125,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,93.0,,COMPLETE
238,238,0.8292999863624573,2024-07-30 02:44:12.739654,2024-07-30 03:00:21.341686,0 days 00:16:08.602032,5,True,True,False,True,True,,,,0.4,120,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,99.0,,COMPLETE
239,239,0.8151999711990356,2024-07-30 03:00:20.340577,2024-07-30 03:08:35.642253,0 days 00:08:15.301676,5,True,True,False,True,True,,,,0.38,116,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,87.0,,COMPLETE
240,240,0.804099977016449,2024-07-30 03:00:21.360037,2024-07-30 03:08:04.171135,0 days 00:07:42.811098,5,False,True,False,True,True,,,,0.42,117,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,86.0,,COMPLETE
241,241,0.7990000247955322,2024-07-30 03:08:04.179287,2024-07-30 03:14:53.532456,0 days 00:06:49.353169,5,True,True,False,True,True,,,,0.36,119,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,True,True,True,,,,5,2,115.0,,COMPLETE
242,242,0.8299000263214111,2024-07-30 03:08:35.657878,2024-07-30 03:16:37.268281,0 days 00:08:01.610403,5,True,True,False,True,True,,,,0.36,120,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,98.0,,COMPLETE
243,243,0.8226000070571899,2024-07-30 03:14:53.542461,2024-07-30 03:23:12.788611,0 days 00:08:19.246150,5,True,True,False,True,True,,,,0.4,155,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,97.0,,COMPLETE
244,244,0.8148999810218811,2024-07-30 03:16:37.284755,2024-07-30 03:23:12.929526,0 days 00:06:35.644771,5,True,True,False,True,True,,,,0.36,134,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,98.0,,COMPLETE
245,245,0.8289999961853027,2024-07-30 03:23:12.810443,2024-07-30 03:29:50.614727,0 days 00:06:37.804284,5,True,True,False,True,True,,,,0.36,128,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,92.0,,COMPLETE
246,246,0.8213000297546387,2024-07-30 03:23:12.945151,2024-07-30 03:31:34.480678,0 days 00:08:21.535527,5,True,False,False,True,True,,,,0.36,125,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,91.0,,COMPLETE
247,247,0.819100022315979,2024-07-30 03:29:50.634623,2024-07-30 03:38:02.570898,0 days 00:08:11.936275,5,True,False,False,True,True,,,,0.43,130,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,91.0,,COMPLETE
248,248,0.829200029373169,2024-07-30 03:31:34.493432,2024-07-30 03:40:52.469255,0 days 00:09:17.975823,5,True,True,False,True,True,,,,0.38,131,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,5.0,,,,3,False,True,False,True,True,,,,5,2,115.0,,COMPLETE
249,249,0.8151000142097473,2024-07-30 03:38:02.593685,2024-07-30 03:48:32.801244,0 days 00:10:30.207559,5,True,True,False,True,True,,,,0.38,122,7.0,8.0,7.0,5.0,,,,3.0,11.0,3.0,5.0,,,,3,False,True,False,True,True,,,,5,2,128.0,,COMPLETE
250,250,0.8115000128746033,2024-07-30 03:40:52.487859,2024-07-30 03:51:22.370879,0 days 00:10:29.883020,5,True,True,False,True,True,,,,0.38,137,7.0,8.0,7.0,5.0,,,,3.0,11.0,3.0,5.0,,,,3,False,True,False,True,True,,,,5,2,120.0,,COMPLETE
251,251,0.8378000259399414,2024-07-30 03:48:32.817360,2024-07-30 03:56:33.530241,0 days 00:08:00.712881,5,True,True,False,True,True,,,,0.36,142,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,5.0,,,,3,False,True,False,True,True,,,,5,2,99.0,,COMPLETE
252,252,0.8180000185966492,2024-07-30 03:51:22.379018,2024-07-30 03:59:59.337733,0 days 00:08:36.958715,5,True,True,False,True,True,,,,0.36,145,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,5.0,,,,3,False,True,False,True,True,,,,5,2,101.0,,COMPLETE
253,253,0.8215000033378601,2024-07-30 03:56:33.543001,2024-07-30 04:05:04.623114,0 days 00:08:31.080113,5,True,True,False,True,True,,,,0.4,143,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,5.0,,,,3,False,True,False,True,True,,,,5,2,102.0,,COMPLETE
254,254,0.807699978351593,2024-07-30 03:59:59.360351,2024-07-30 04:08:35.744150,0 days 00:08:36.383799,5,True,True,False,True,True,,,,0.4,132,7.0,8.0,7.0,5.0,,,,3.0,9.0,3.0,5.0,,,,3,False,True,False,True,True,,,,5,2,111.0,,COMPLETE
255,255,0.8306999802589417,2024-07-30 04:05:04.642111,2024-07-30 04:14:22.330556,0 days 00:09:17.688445,5,True,True,False,True,True,,,,0.37,119,7.0,8.0,7.0,5.0,,,,3.0,9.0,3.0,5.0,,,,3,False,True,False,True,True,,,,5,2,114.0,,COMPLETE
256,256,0.8112999796867371,2024-07-30 04:08:35.753273,2024-07-30 04:18:28.105183,0 days 00:09:52.351910,5,True,True,False,True,True,True,,,0.38,118,7.0,8.0,7.0,5.0,7.0,,,3.0,7.0,3.0,5.0,7.0,,,3,False,True,False,True,True,False,,,6,2,58.0,,COMPLETE
257,257,0.8194000124931335,2024-07-30 04:14:22.346697,2024-07-30 04:24:03.307562,0 days 00:09:40.960865,5,True,True,False,True,True,True,,,0.35000000000000003,118,7.0,8.0,7.0,5.0,7.0,,,3.0,9.0,3.0,5.0,7.0,,,3,False,True,False,True,True,False,,,6,2,108.0,,COMPLETE
258,258,0.8151999711990356,2024-07-30 04:18:28.121292,2024-07-30 04:29:39.849349,0 days 00:11:11.728057,5,True,True,False,True,True,,,,0.35000000000000003,114,7.0,8.0,7.0,5.0,,,,3.0,9.0,3.0,5.0,,,,3,False,True,False,True,True,,,,5,2,108.0,,COMPLETE
259,259,0.807200014591217,2024-07-30 04:24:03.316072,2024-07-30 04:36:26.752592,0 days 00:12:23.436520,5,True,True,False,True,True,,,,0.37,114,7.0,8.0,7.0,5.0,,,,11.0,9.0,3.0,11.0,,,,3,False,True,False,True,True,,,,5,2,97.0,,COMPLETE
260,260,0.8075000047683716,2024-07-30 04:29:39.865146,2024-07-30 04:42:37.613733,0 days 00:12:57.748587,5,True,True,False,True,True,,,,0.37,123,7.0,8.0,7.0,5.0,,,,11.0,9.0,3.0,11.0,,,,3,False,True,False,True,True,,,,5,2,97.0,,COMPLETE
261,261,0.1459999978542328,2024-07-30 04:36:26.772009,2024-07-30 04:53:07.028714,0 days 00:16:40.256705,5,True,True,False,False,False,,,,0.36,169,7.0,8.0,7.0,5.0,,,,3.0,7.0,9.0,3.0,,,,3,False,True,False,True,True,,,,5,2,78.0,,COMPLETE
262,262,0.15199999511241913,2024-07-30 04:42:37.629641,2024-07-30 04:53:30.640335,0 days 00:10:53.010694,5,True,True,True,False,False,,,,0.36,110,7.0,8.0,7.0,5.0,,,,3.0,7.0,9.0,3.0,,,,3,False,True,False,True,True,,,,5,2,77.0,,COMPLETE
263,263,0.8271999955177307,2024-07-30 04:53:07.044756,2024-07-30 05:29:40.996396,0 days 00:36:33.951640,5,False,True,True,False,True,,,,0.35000000000000003,125,7.0,8.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,71.0,,COMPLETE
264,264,0.10000000149011612,2024-07-30 04:53:30.663156,2024-07-30 05:29:27.424892,0 days 00:35:56.761736,4,False,True,False,False,,,,,0.35000000000000003,126,7.0,8.0,7.0,,,,,3.0,7.0,9.0,,,,,3,False,False,False,True,,,,,4,2,119.0,,COMPLETE
265,265,0.8410999774932861,2024-07-30 05:29:27.447216,2024-07-30 05:50:26.209347,0 days 00:20:58.762131,5,True,True,False,False,True,,,,0.37,121,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,71.0,,COMPLETE
266,266,0.7773000001907349,2024-07-30 05:29:41.015863,2024-07-30 05:39:20.914827,0 days 00:09:39.898964,5,True,True,False,False,True,,,,0.37,119,7.0,8.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,3,True,False,True,True,True,,,,5,2,84.0,,COMPLETE
267,267,0.8375999927520752,2024-07-30 05:39:20.930717,2024-07-30 06:04:14.006777,0 days 00:24:53.076060,5,True,True,False,False,True,,,,0.34,140,7.0,7.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,104.0,,COMPLETE
268,268,0.8356000185012817,2024-07-30 05:50:26.229249,2024-07-30 06:15:04.259393,0 days 00:24:38.030144,5,True,True,False,False,True,,,,0.37,139,7.0,7.0,7.0,5.0,,,,3.0,9.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,71.0,,COMPLETE
269,269,0.8260999917984009,2024-07-30 06:04:14.022548,2024-07-30 06:27:51.121076,0 days 00:23:37.098528,5,True,True,False,False,True,,,,0.34,139,7.0,7.0,6.0,5.0,,,,3.0,9.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,115.0,,COMPLETE
270,270,0.10000000149011612,2024-07-30 06:15:04.276095,2024-07-30 06:33:41.022410,0 days 00:18:36.746315,5,True,True,False,False,,,,,0.45,160,7.0,7.0,7.0,,,,,3.0,9.0,9.0,,,,,3,False,False,False,True,,,,,4,2,120.0,,COMPLETE
271,271,0.10000000149011612,2024-07-30 06:27:51.137356,2024-07-30 06:36:55.676973,0 days 00:09:04.539617,5,True,True,False,,,,,,0.37,142,7.0,7.0,,,,,,3.0,7.0,,,,,,3,False,False,False,,,,,,3,2,127.0,,COMPLETE
272,272,0.8202999830245972,2024-07-30 06:33:41.038515,2024-07-30 06:56:49.236174,0 days 00:23:08.197659,5,True,True,False,False,True,,,,0.38,151,7.0,7.0,7.0,5.0,,,,3.0,9.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,48.0,,COMPLETE
273,273,0.8112000226974487,2024-07-30 06:36:55.693720,2024-07-30 07:31:38.393661,0 days 00:54:42.699941,4,True,True,False,False,True,,,,0.35000000000000003,135,7.0,7.0,7.0,5.0,,,,3.0,9.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,68.0,,COMPLETE
274,274,0.8187000155448914,2024-07-30 06:56:49.244964,2024-07-30 07:19:03.782500,0 days 00:22:14.537536,5,True,True,False,False,True,,,,0.34,135,7.0,7.0,7.0,5.0,,,,3.0,9.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,73.0,,COMPLETE
275,275,0.7980999946594238,2024-07-30 07:19:03.790514,2024-07-30 08:32:00.332450,0 days 01:12:56.541936,4,True,True,False,False,True,,,,0.35000000000000003,134,7.0,7.0,7.0,5.0,,,,3.0,9.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,69.0,,COMPLETE
276,276,0.835099995136261,2024-07-30 07:31:38.411481,2024-07-30 07:48:48.333629,0 days 00:17:09.922148,5,True,True,False,False,True,,,,0.37,110,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,70.0,,COMPLETE
277,277,0.7206000089645386,2024-07-30 07:48:48.341126,2024-07-30 08:26:06.445434,0 days 00:37:18.104308,5,True,True,False,False,True,,,,0.34,111,7.0,7.0,7.0,5.0,,,,9.0,9.0,9.0,9.0,,,,5,False,False,False,True,True,,,,5,2,68.0,,COMPLETE
278,278,0.8163999915122986,2024-07-30 08:26:06.461239,2024-07-30 09:17:12.191767,0 days 00:51:05.730528,5,True,True,False,False,True,True,,,0.39,106,7.0,7.0,7.0,5.0,8.0,,,3.0,7.0,9.0,9.0,3.0,,,4,False,False,False,False,True,False,,,6,2,69.0,,COMPLETE
279,279,0.822700023651123,2024-07-30 08:32:00.348646,2024-07-30 09:04:39.162546,0 days 00:32:38.813900,5,True,True,False,False,True,,,,0.38,107,7.0,7.0,5.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,False,True,,,,5,2,78.0,,COMPLETE
280,280,0.09989999979734421,2024-07-30 09:04:39.183932,2024-07-30 09:19:47.059296,0 days 00:15:07.875364,5,True,True,False,False,True,,,,0.36,111,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,0,False,False,False,True,True,,,,5,2,60.0,,COMPLETE
281,281,0.10000000149011612,2024-07-30 09:17:12.199772,2024-07-30 09:24:49.338264,0 days 00:07:37.138492,5,True,True,,,,,,,0.36,113,7.0,,,,,,,3.0,,,,,,,1,False,False,,,,,,,2,2,81.0,,COMPLETE
282,282,0.7511000037193298,2024-07-30 09:19:47.080780,2024-07-30 10:13:46.257805,0 days 00:53:59.177025,5,True,True,False,False,True,,,,0.37,147,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,5,False,False,False,True,True,,,,5,2,82.0,,COMPLETE
283,283,0.8338000178337097,2024-07-30 09:24:49.345758,2024-07-30 09:51:12.421999,0 days 00:26:23.076241,5,True,True,False,False,True,,,,0.37,147,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,104.0,,COMPLETE
284,284,0.833899974822998,2024-07-30 09:51:12.442387,2024-07-30 10:18:19.437569,0 days 00:27:06.995182,5,True,True,False,False,True,,,,0.38,146,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,74.0,,COMPLETE
285,285,0.5040000081062317,2024-07-30 10:13:46.279335,2024-07-30 10:56:00.258544,0 days 00:42:13.979209,5,True,False,False,False,True,,,,0.34,142,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,2,True,False,False,True,True,,,,5,2,63.0,,COMPLETE
286,286,0.7634000182151794,2024-07-30 10:18:19.458912,2024-07-30 10:25:01.165383,0 days 00:06:41.706471,5,True,False,False,False,True,,,,0.39,163,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,5.0,,,,4,True,False,True,True,True,,,,5,2,72.0,,COMPLETE
287,287,0.8388000130653381,2024-07-30 10:25:01.180669,2024-07-30 10:44:43.617398,0 days 00:19:42.436729,5,True,True,False,False,True,,,,0.38,156,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,63.0,,COMPLETE
288,288,0.8371999859809875,2024-07-30 10:44:43.637200,2024-07-30 11:05:35.622253,0 days 00:20:51.985053,5,True,True,False,False,True,,,,0.38,156,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,56.0,,COMPLETE
289,289,0.8395000100135803,2024-07-30 10:56:00.274269,2024-07-30 11:25:21.105480,0 days 00:29:20.831211,5,True,True,False,False,True,,,,0.38,145,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,75.0,,COMPLETE
290,290,0.8345999717712402,2024-07-30 11:05:35.630581,2024-07-30 11:31:50.935742,0 days 00:26:15.305161,5,True,True,False,False,True,,,,0.39,151,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,63.0,,COMPLETE
291,291,0.8325999975204468,2024-07-30 11:25:21.121662,2024-07-30 11:56:13.608740,0 days 00:30:52.487078,5,True,True,False,False,True,,,,0.39,154,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,58.0,,COMPLETE
292,292,0.8409000039100647,2024-07-30 11:31:50.955869,2024-07-30 12:01:14.310984,0 days 00:29:23.355115,5,True,True,False,False,True,,,,0.41000000000000003,149,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,55.0,,COMPLETE
293,293,0.8417999744415283,2024-07-30 11:56:13.625615,2024-07-30 12:27:04.459457,0 days 00:30:50.833842,5,True,True,False,False,True,,,,0.41000000000000003,158,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,55.0,,COMPLETE
294,294,0.8431000113487244,2024-07-30 12:01:14.329641,2024-07-30 12:29:00.434403,0 days 00:27:46.104762,5,True,True,False,False,True,,,,0.41000000000000003,155,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,53.0,,COMPLETE
295,295,0.8251000046730042,2024-07-30 12:27:04.481440,2024-07-30 12:54:52.669316,0 days 00:27:48.187876,5,True,True,False,False,True,,,,0.41000000000000003,156,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,52.0,,COMPLETE
296,296,0.8442000150680542,2024-07-30 12:29:00.453410,2024-07-30 12:55:16.699185,0 days 00:26:16.245775,5,True,True,False,False,True,,,,0.41000000000000003,177,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,59.0,,COMPLETE
297,297,0.8295999765396118,2024-07-30 12:54:52.694310,2024-07-30 13:25:46.304024,0 days 00:30:53.609714,5,True,True,False,False,True,,,,0.41000000000000003,181,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,55.0,,COMPLETE
298,298,0.8325999975204468,2024-07-30 12:55:16.718728,2024-07-30 13:26:09.852915,0 days 00:30:53.134187,5,True,True,False,False,True,,,,0.4,175,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,55.0,,COMPLETE
299,299,0.8359000086784363,2024-07-30 13:25:46.320060,2024-07-30 13:57:25.747984,0 days 00:31:39.427924,5,True,True,False,False,True,,,,0.42,177,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,57.0,,COMPLETE
300,300,0.8450000286102295,2024-07-30 13:26:09.877451,2024-07-30 13:56:23.806430,0 days 00:30:13.928979,5,True,True,False,False,True,,,,0.41000000000000003,159,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,48.0,,COMPLETE
301,301,0.8422999978065491,2024-07-30 13:56:23.830012,2024-07-30 14:27:15.707949,0 days 00:30:51.877937,5,True,True,False,False,True,,,,0.43,163,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,50.0,,COMPLETE
302,302,0.8429999947547913,2024-07-30 13:57:25.767198,2024-07-30 14:31:25.938827,0 days 00:34:00.171629,5,True,True,False,False,True,,,,0.42,188,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,45.0,,COMPLETE
303,303,0.8464999794960022,2024-07-30 14:27:15.707949,2024-07-30 14:58:27.371548,0 days 00:31:11.663599,5,True,True,False,False,True,,,,0.42,188,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,47.0,,COMPLETE
304,304,0.8555999994277954,2024-07-30 14:31:25.956941,2024-07-30 15:07:41.414452,0 days 00:36:15.457511,5,True,True,True,False,True,,,,0.42,186,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,46.0,,COMPLETE
305,305,0.8356000185012817,2024-07-30 14:58:27.394208,2024-07-30 15:31:44.863975,0 days 00:33:17.469767,5,False,True,True,False,True,,,,0.42,186,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,44.0,,COMPLETE
306,306,0.8422999978065491,2024-07-30 15:07:41.430059,2024-07-30 15:41:09.921935,0 days 00:33:28.491876,5,True,True,True,False,True,,,,0.43,188,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,47.0,,COMPLETE
307,307,0.8119999766349792,2024-07-30 15:31:44.879897,2024-07-30 16:03:36.528802,0 days 00:31:51.648905,5,False,True,True,False,False,,,,0.42,192,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,46.0,,COMPLETE
308,308,0.8126999735832214,2024-07-30 15:41:09.921935,2024-07-30 16:10:02.332950,0 days 00:28:52.411015,5,False,True,True,False,False,,,,0.43,185,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,False,True,True,,,,5,2,45.0,,COMPLETE
309,309,0.8086000084877014,2024-07-30 16:03:36.551745,2024-07-30 16:24:35.486956,0 days 00:20:58.935211,5,False,True,False,False,True,,,,0.44,198,7.0,7.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,4,False,False,True,True,True,,,,5,2,38.0,,COMPLETE
310,310,0.8330000042915344,2024-07-30 16:10:02.332950,2024-07-30 16:41:04.569150,0 days 00:31:02.236200,5,True,True,True,False,True,,,,0.44,185,7.0,7.0,7.0,5.0,,,,3.0,7.0,7.0,9.0,,,,4,False,False,False,True,True,,,,5,2,37.0,,COMPLETE
311,311,0.8172000050544739,2024-07-30 16:24:35.503741,2024-07-30 16:51:36.728479,0 days 00:27:01.224738,5,False,True,True,False,True,,,,0.43,187,7.0,7.0,7.0,5.0,,,,3.0,11.0,7.0,9.0,,,,4,False,False,False,True,True,,,,5,2,41.0,,COMPLETE
